name,method,rank,dockq_native,fnat_native,plddt,iptm,plddt_CA,A_plddt_CA,B_plddt_CA,ptm,A_ptm,B_ptm,A_iptm,B_iptm,conserved_dockq,conserved_fnat,ppi_num,conserved_ppi_num,saltbridge_num,hbond_num,pication_num,pistack_num,halogen_bond_num,md_rmsd,md_rmsf,md_rmsf_top1,md_rmsf_top3,md_rmsf_top5,md_contact,md_contact_top1,md_contact_top3,md_contact_top5,len_peptide,dssp_H,dssp_E,dssp_C,concact_ratio,predicted_fnat_native
2b9h,chai1_with_msa,3,0.83158,0.795918,87.141698,0.665905,90.151003,90.70276,74.655833,0.9486438035964966,0.9490992426872252,0.0928342640399932,0.074159450829029,0.6659048795700073,0.874348,0.791483,11,9,3,8,0,0,0,2.685502,1.0920491,0.718144,0.786156,0.8342373,5.102833,11.173,9.266,7.9364,12,0,0,12,0.916667,0.84829605
2b9h,chai1_with_msa,4,0.905435,0.938776,87.171992,0.669119,90.18341,90.718071,75.168333,0.9484899640083312,0.9489099979400636,0.0935132727026939,0.0750968158245086,0.6691190004348755,0.92246,0.877764,13,9,2,11,0,0,0,2.503974,0.99711734,0.732753,0.7606136,0.7967988,4.86125,11.101,9.756667,8.2572,12,0,0,12,0.916667,0.88975084
2c3i,chai1_with_msa,0,0.979911,0.974359,97.258052,0.952478,98.294416,98.343759,96.65375,0.9858518242836,0.9855624437332152,0.220660001039505,0.1953253597021103,0.9524781107902528,0.975291,0.957004,14,12,2,11,1,0,0,3.179234,1.2507762,0.773531,0.9580652,1.0672324,4.95475,10.914,7.304,6.164,8,0,0,8,1.0,0.9568779
2c3i,chai1_with_msa,1,0.979953,1.0,97.225661,0.952456,98.260657,98.308759,96.66125,0.985515296459198,0.9852156043052672,0.220605120062828,0.1945374906063079,0.9524556398391724,0.986447,0.99375,13,11,3,9,1,0,0,3.493649,1.3918047,0.951256,1.1005498,1.2036192,5.52675,10.534,8.351667,6.772,8,0,0,8,1.0,0.955161
2c3i,chai1_with_msa,2,0.995054,1.0,97.236744,0.952457,98.273285,98.321842,96.65875,0.9857484698295592,0.9854450225830078,0.221899151802063,0.1957529038190841,0.9524573683738708,0.984808,0.99375,12,10,3,8,1,0,0,3.366746,1.3783388,0.805593,0.9876941,1.1630226,5.323375,10.987,8.288333,6.7872,8,0,0,8,1.0,0.9614662
2c3i,chai1_with_msa,3,0.991847,1.0,97.25309,0.952238,98.290657,98.339737,96.65875,0.9856492280960084,0.985367476940155,0.2198657095432281,0.1946257054805755,0.9522379636764526,0.968127,0.950915,12,11,3,8,1,0,0,5.008912,1.042898,0.579573,0.7299294,0.8748943,5.461875,11.628,8.757,7.0658,8,0,0,8,1.0,0.9382026
2c3i,chai1_with_msa,4,0.980631,1.0,97.224859,0.952681,98.265146,98.312068,96.705,0.9856776595115662,0.9853850603103638,0.2215997725725174,0.1960369795560836,0.9526814222335817,0.986348,0.99375,15,10,3,11,1,0,0,4.046172,1.0780747,0.71397,0.82392335,0.9385897,4.567875,10.836,8.147333,6.127,8,0,0,8,1.0,0.9602522
2ds8,chai1_with_msa,0,0.889304,0.857143,96.087709,0.632453,97.766596,98.04,95.898333,0.9001002311706543,0.8905919790267944,0.2073795199394226,0.178756445646286,0.632453441619873,0.975694,0.952251,6,6,0,6,0,0,0,4.953571,2.450414,1.091043,1.8208488,2.2656212,4.589333,7.739,5.964667,5.296,6,0,0,6,1.0,0.8927968
2ds8,chai1_with_msa,1,0.906134,0.892857,96.063908,0.632899,97.75234,98.024634,95.891667,0.8995154500007629,0.8896801471710205,0.2071630358695984,0.1781875938177108,0.6328985691070557,0.988205,0.990741,6,6,0,6,0,0,0,4.712872,1.7069159,1.119064,1.4003205,1.5877353,4.135667,5.812,5.241,4.8126,6,0,0,6,1.0,0.9261001
2ds8,chai1_with_msa,2,0.909926,0.892857,96.111482,0.633768,97.778085,98.047317,95.938333,0.8991742134094238,0.8897894024848938,0.2056190520524978,0.1795105040073394,0.6337676048278809,0.989346,0.990741,6,6,0,6,0,0,0,6.318103,2.060743,1.262465,1.7293125,1.9558518,3.92,5.58,5.109667,4.6388,6,0,0,6,1.0,0.9235843
2ds8,chai1_with_msa,3,0.902483,0.857143,96.147547,0.632277,97.80383,98.067073,96.005,0.9002858400344849,0.8907042145729065,0.2074878364801406,0.1789594292640686,0.6322770118713379,0.976701,0.952251,7,7,0,7,0,0,0,6.80195,2.0641794,1.242838,1.7305241,1.9500115,3.858167,6.486,5.017333,4.5566,6,0,0,6,1.0,0.85150194
2ds8,chai1_with_msa,4,0.913482,0.928571,96.113154,0.631578,97.783404,98.054878,95.928333,0.8991771340370178,0.8894714117050171,0.2075827419757843,0.1786481142044067,0.6315780878067017,0.990059,1.0,7,7,0,7,0,0,0,6.681502,2.9357722,2.088521,2.446435,2.7425163,4.5675,7.541,5.923333,5.1806,6,0,0,6,1.0,0.87121475
2fmf,chai1_with_msa,0,0.956052,1.0,94.205804,0.783055,96.624397,97.265391,90.313077,0.9650560021400452,0.96999192237854,0.2145442515611648,0.0992906540632247,0.7830551862716675,0.963834,0.938333,1,1,0,1,0,0,0,2.364734,0.8802216,0.575521,0.64111674,0.6990069,2.291,10.059,5.921667,4.9576,13,10,0,3,0.692308,0.9034734
2fmf,chai1_with_msa,1,0.963175,1.0,94.241978,0.783868,96.649504,97.284453,90.397692,0.965477466583252,0.970191776752472,0.2151495665311813,0.099085047841072,0.7838683724403381,0.954386,0.904107,0,0,0,0,0,0,0,2.55782,1.2647616,0.921048,0.9717712,1.0111084,2.324615,9.824,5.912667,5.0266,13,10,0,3,0.692308,0.90289396
2fmf,chai1_with_msa,2,0.948859,0.954545,94.21646,0.783183,96.641915,97.282969,90.33,0.9648783802986144,0.969795823097229,0.2146684825420379,0.0990414842963218,0.7831833362579346,0.952677,0.892857,1,1,0,1,0,0,0,3.526891,0.7997656,0.508527,0.58065647,0.62644464,2.300846,10.36,6.225667,5.116,13,10,0,3,0.692308,0.9071733
2fmf,chai1_with_msa,3,0.969318,0.954545,94.270832,0.782174,96.678156,97.313203,90.425385,0.9652833342552184,0.9699859619140624,0.2150257229804992,0.0994167923927307,0.7821735739707947,0.939873,0.87369,1,0,0,1,0,0,0,2.367231,0.8740232,0.501824,0.611121,0.65708363,2.472,9.983,6.164333,5.2568,13,10,0,3,0.615385,0.874938
2fmf,chai1_with_msa,4,0.965972,0.954545,94.233688,0.782219,96.653191,97.283516,90.446923,0.9652827978134156,0.9698407053947448,0.2151781618595123,0.099516287446022,0.7822188138961792,0.945198,0.885179,0,0,0,0,0,0,0,2.113379,0.83906853,0.542977,0.6149317,0.6739074,2.433923,9.932,6.137667,5.221,13,10,0,3,0.615385,0.9000006
2h9m,chai1_with_msa,0,0.953015,0.888889,96.502908,0.917443,98.098964,98.178191,93.282,0.986454963684082,0.9830501675605774,0.2242537289857864,0.1716189682483673,0.9174430966377258,0.984456,0.961866,5,5,0,4,1,0,0,1.97109,0.8185029,0.490807,0.62543637,0.8185029,8.1208,17.595,11.344667,8.1208,5,0,0,5,1.0,0.93466616
2h9m,chai1_with_msa,1,0.943967,0.888889,96.475766,0.92018,98.075502,98.153947,93.306,0.9862678050994872,0.9828503131866456,0.2263014912605285,0.1724022626876831,0.9201804399490356,0.986488,0.971866,7,6,0,6,1,0,0,2.533812,0.9373587,0.529464,0.6906789,0.9373587,6.7368,15.725,9.286667,6.7368,5,0,0,5,1.0,0.9486674
2h9m,chai1_with_msa,2,0.949098,0.888889,96.50297,0.917762,98.098964,98.180033,93.17,0.9863988161087036,0.9829990863800048,0.2238207161426544,0.1713372617959976,0.9177622199058532,0.996575,1.0,6,6,0,5,1,0,0,2.193237,0.7700323,0.515427,0.6372713,0.7700323,7.1748,16.57,9.450667,7.1748,5,0,0,5,1.0,0.9585686
2h9m,chai1_with_msa,3,0.950512,0.888889,96.474055,0.917446,98.073851,98.152993,93.262,0.9862472414970398,0.9828386902809144,0.2246928513050079,0.1713495701551437,0.9174464344978333,0.996509,1.0,6,4,0,5,1,0,0,2.739983,0.84331626,0.480619,0.6178096,0.84331626,8.2268,17.048,11.18,8.2268,5,0,0,5,1.0,0.95215523
2h9m,chai1_with_msa,4,0.939986,0.851852,96.52103,0.91768,98.114434,98.193289,93.32,0.986413836479187,0.9829980731010436,0.2245759516954422,0.1716189980506897,0.917680025100708,0.975316,0.934117,6,6,0,5,1,0,0,2.116336,0.86816233,0.532343,0.69365436,0.86816233,7.7302,17.372,10.715333,7.7302,5,0,0,5,1.0,0.91735315
2hpl,chai1_with_msa,0,0.980732,0.956522,98.656958,0.921078,98.85581,98.8641,98.69,0.981883466243744,0.9810288548469543,0.2650127112865448,0.2292404472827911,0.9210776686668396,0.967352,0.9075,6,4,0,6,0,0,0,1.641047,1.2022833,0.823787,0.9758551,1.2022833,6.8656,12.954,9.458667,6.8656,5,0,0,5,1.0,0.96180314
2hpl,chai1_with_msa,1,0.980513,0.956522,98.64183,0.920085,98.845048,98.8544,98.658,0.981719970703125,0.980872392654419,0.2634312510490417,0.2268243432044983,0.9200851917266846,0.991407,0.979583,8,7,0,8,0,0,0,2.527608,1.5358535,0.913344,1.013848,1.5358534,6.3652,11.953,8.59,6.3652,5,0,0,5,1.0,0.96673405
2hpl,chai1_with_msa,2,0.979965,0.956522,98.654958,0.920482,98.854,98.8639,98.656,0.9817379713058472,0.9809199571609496,0.2627410590648651,0.2276231795549392,0.9204822182655334,0.998183,1.0,6,5,0,6,0,0,0,2.265597,1.1167419,0.823778,0.9195811,1.1167419,6.6918,11.206,8.540667,6.6918,5,0,0,5,1.0,0.98532486
2hpl,chai1_with_msa,3,0.980513,0.956522,98.649079,0.920369,98.847143,98.856,98.67,0.981618583202362,0.9807785749435424,0.2634469866752624,0.2276332676410675,0.9203687310218812,0.987345,0.969167,8,7,0,8,0,0,0,3.128968,1.3785797,0.766635,0.9041087,1.3785797,5.451,7.993,6.900333,5.451,5,0,0,5,1.0,0.9572501
2hpl,chai1_with_msa,4,0.979786,0.956522,98.674982,0.923226,98.87,98.8794,98.682,0.9815745949745178,0.9807485342025756,0.2649176716804504,0.2282347232103347,0.9232264161109924,0.991035,0.979583,6,5,0,6,0,0,0,2.689633,1.122389,0.782853,0.93314403,1.122389,6.214,10.796,8.481,6.214,5,0,0,5,1.0,0.96053475
2o02,chai1_with_msa,0,0.849583,0.788732,93.827233,0.926057,96.263824,96.9,86.085,0.974120557308197,0.976984202861786,0.1715964674949646,0.1428663581609726,0.9260574579238892,0.838086,0.872128,11,8,3,8,0,0,0,4.859855,0.643539,0.396102,0.41158715,0.4465889,5.570071,11.995,10.907333,9.6824,14,6,0,8,1.0,0.73421425
2o02,chai1_with_msa,1,0.759948,0.760563,93.835127,0.925671,96.260042,96.887991,86.212857,0.9744722843170166,0.9769911766052246,0.1724986582994461,0.1435365825891494,0.9256709218025208,0.921227,0.917461,9,8,3,6,0,0,0,3.078084,0.63825494,0.385695,0.4028759,0.4352699,5.727286,12.126,10.961333,9.7124,14,6,0,8,1.0,0.7668717
2o02,chai1_with_msa,2,0.747064,0.732394,93.791452,0.926097,96.221092,96.861205,85.979286,0.9746917486190796,0.9771156311035156,0.1720122843980789,0.1426324844360351,0.9260972738265992,0.913518,0.893158,10,8,2,8,0,0,0,2.929921,0.66465557,0.400949,0.41891587,0.4536972,5.905929,11.668,10.883333,9.6146,14,6,0,8,1.0,0.7535454
2o02,chai1_with_msa,3,0.758061,0.760563,93.787719,0.924947,96.227689,96.846116,86.332857,0.9746073484420776,0.9767593741416932,0.1742619574069976,0.1456549167633056,0.924946904182434,0.923457,0.921373,8,8,2,6,0,0,0,2.463957,0.7016818,0.402678,0.41223678,0.4646533,5.947643,11.984,10.851667,9.6682,14,6,0,8,1.0,0.79400206
2o02,chai1_with_msa,4,0.747382,0.746479,93.837656,0.92586,96.28084,96.889955,86.535,0.974877953529358,0.9772175550460817,0.1731298714876175,0.1442401111125946,0.9258600473403932,0.883617,0.909109,9,7,2,7,0,0,0,2.179967,0.699162,0.382405,0.390694,0.43783703,6.3425,12.117,10.926667,9.8072,14,4,0,10,1.0,0.777166
3d1e,chai1_with_msa,0,0.949509,0.923077,94.233592,0.774216,96.966989,97.23153,80.83,0.9654634594917296,0.9657860994338988,0.1860532313585281,0.1383777111768722,0.7742161750793457,0.979992,0.972399,4,4,0,4,0,0,0,1.590087,1.2735249,0.836942,0.9713259,1.0833353,7.951167,11.443,10.606,8.7774,6,0,0,6,1.0,0.9036222
3d1e,chai1_with_msa,1,0.962139,0.948718,94.282813,0.773809,97.002661,97.264536,81.028333,0.9656009674072266,0.9659099578857422,0.1862856596708297,0.139530673623085,0.7738093137741089,0.988666,0.993243,7,6,0,7,0,0,0,1.691166,1.699912,1.055815,1.3344978,1.476842,7.824667,11.277,10.201,8.5812,6,0,0,6,1.0,0.9018105
3d1e,chai1_with_msa,2,0.958997,0.948718,94.234777,0.776335,96.972581,97.234235,81.011667,0.965499222278595,0.9657955765724182,0.1869380623102188,0.1403364986181259,0.7763352394104004,0.986245,0.993243,6,6,0,6,0,0,0,1.822725,1.2961816,0.945403,1.0501213,1.1231077,7.759333,11.167,10.242667,8.5076,6,0,0,6,1.0,0.91105527
3d1e,chai1_with_msa,3,0.945976,0.897436,94.248587,0.774709,96.985672,97.248579,80.948333,0.9655358195304872,0.9658311009407043,0.1869053244590759,0.1398560106754303,0.7747089862823486,0.972959,0.945758,5,5,0,5,0,0,0,1.600586,1.4853897,0.959809,1.1635962,1.2631967,7.765667,11.45,10.305333,8.5378,6,0,0,6,1.0,0.8729376
3d1e,chai1_with_msa,4,0.951585,0.923077,94.2569,0.775028,96.988522,97.246913,81.226667,0.9656304121017456,0.9659218788146972,0.187440738081932,0.1405434906482696,0.775027871131897,0.97979,0.972973,5,5,0,5,0,0,0,1.946871,1.4527844,1.059501,1.1859308,1.294767,7.871833,11.292,10.187333,8.6376,6,0,0,6,1.0,0.8917461
1bjr,chai1_with_msa,0,0.301466,0.23913,95.214998,0.491774,96.292526,97.491756,62.834,0.9854193925857544,0.9856384992599488,0.0926170200109481,0.055735521018505,0.4917738437652588,0.594209,0.509948,8,2,0,8,0,0,0,3.887611,0.6281475,0.379206,0.41359743,0.4727148,6.975,14.38,10.864333,9.2898,10,0,0,10,1.0,0.12872337
1bjr,chai1_with_msa,1,0.267156,0.206522,95.262273,0.456261,96.343841,97.50957,63.82,0.9855157732963562,0.9857274293899536,0.0931510850787162,0.0529563017189502,0.4562612771987915,0.585892,0.507828,7,4,0,7,0,0,0,3.867735,0.69852746,0.391179,0.46033978,0.53751004,7.329,11.7,11.353,10.2142,10,0,0,10,1.0,0.18753228
1bjr,chai1_with_msa,2,0.254576,0.141304,95.213966,0.464183,96.303183,97.49405,63.078,0.986022651195526,0.9859975576400756,0.0921820774674415,0.0564047433435916,0.4641828536987304,0.634302,0.562441,7,4,0,7,0,0,0,3.556298,0.7618566,0.544304,0.58670974,0.6466353,6.5005,12.185,10.611,8.8798,10,0,0,10,1.0,0.21514104
1bjr,chai1_with_msa,3,0.303014,0.228261,95.184978,0.473205,96.254879,97.467455,62.424,0.985026717185974,0.9856964945793152,0.0901871845126152,0.0498698949813842,0.4732051789760589,0.520173,0.403171,12,3,0,12,0,0,0,2.983657,0.83844584,0.635495,0.6758761,0.71330583,6.8643,11.378,11.107667,9.8286,10,0,0,10,1.0,0.12962665
1bjr,chai1_with_msa,4,0.233993,0.119565,95.210307,0.434084,96.302215,97.482401,63.375,0.9857456684112548,0.9859312176704408,0.092502973973751,0.0526444725692272,0.4340837001800537,0.618235,0.522983,6,2,0,6,0,0,0,5.453057,0.604732,0.39654,0.42443982,0.47428226,7.2022,11.931,10.522,9.9828,10,0,0,10,1.0,0.20949885
1d4t,chai1_with_msa,0,0.940577,0.928571,96.45701,0.946921,97.984435,97.964135,98.176364,0.9768545031547546,0.9744983911514282,0.2140162736177444,0.2256861478090286,0.9469212293624878,0.992583,0.986279,15,13,1,14,0,0,0,2.288433,0.9206308,0.497985,0.5454256,0.66048867,6.770909,11.284,9.502,8.8066,11,0,0,11,1.0,0.95524526
1d4t,chai1_with_msa,1,0.940573,0.928571,96.460581,0.946325,97.997826,97.976154,98.202727,0.9769116640090942,0.9745514392852784,0.2154014855623245,0.2264527082443237,0.9463249444961548,0.991948,0.986279,15,15,1,14,0,0,0,3.703793,0.9078405,0.562404,0.64165944,0.7246537,6.559455,11.021,9.726667,8.7318,11,0,0,11,1.0,0.9234392
1d4t,chai1_with_msa,2,0.940988,0.928571,96.453844,0.946854,97.989739,97.966442,98.21,0.9769331812858582,0.9745729565620422,0.2153345495462417,0.2272541224956512,0.9468538165092468,0.991772,0.986279,16,16,1,15,0,0,0,3.28567,0.79586375,0.468286,0.49682322,0.59249246,6.947909,11.209,9.727,8.9912,11,0,0,11,1.0,0.92034405
1d4t,chai1_with_msa,3,0.940273,0.928571,96.434469,0.946853,97.977043,97.954423,98.190909,0.9769406914711,0.9745959043502808,0.2149338722229004,0.2266267836093902,0.9468532204627992,0.995444,0.995455,16,16,1,15,0,0,0,2.904466,0.87564886,0.452294,0.5053733,0.5990189,6.782727,11.195,9.730667,8.9742,11,0,0,11,1.0,0.94434774
1d4t,chai1_with_msa,4,0.941069,0.946429,96.46736,0.946018,97.997304,97.974327,98.214545,0.9769428372383118,0.9745039939880372,0.2151190191507339,0.2269719243049621,0.946017563343048,0.99622,1.0,16,16,1,15,0,0,0,3.038426,0.90701103,0.490176,0.5242149,0.666287,6.674545,10.928,9.289,8.6062,11,0,0,11,1.0,0.9470179
1ee5,chai1_with_msa,0,0.757418,0.655556,94.897168,0.817921,97.125,97.663302,85.197368,0.9674187302589417,0.9700871109962464,0.0866701081395149,0.1003728732466697,0.8179212212562561,0.961015,0.92814,25,21,1,21,3,0,0,2.93152,1.0639546,0.665926,0.6945789,0.71041036,6.215842,14.418,12.692,11.3142,19,0,0,19,1.0,0.88923144
1ee5,chai1_with_msa,1,0.746731,0.644444,94.879095,0.817119,97.121614,97.644917,85.526316,0.9675863981246948,0.9701964855194092,0.0875597149133682,0.1038522869348526,0.8171189427375793,0.966044,0.930545,24,18,1,20,3,0,0,2.527626,1.3209621,0.79511,0.8211749,0.8448181,6.666263,14.093,12.395,11.3138,19,0,0,19,1.0,0.8998211
1ee5,chai1_with_msa,2,0.760397,0.677778,94.809004,0.817706,97.061841,97.596627,85.212105,0.9677656888961792,0.9703748226165771,0.0864754915237426,0.1035381853580474,0.8177055716514587,0.961529,0.928094,23,20,1,19,3,0,0,2.386539,1.1945553,0.711434,0.7206345,0.74068797,6.792684,14.529,12.988,11.5266,19,0,0,19,1.0,0.88701254
1ee5,chai1_with_msa,3,0.757892,0.666667,94.88064,0.817304,97.122841,97.645392,85.544211,0.9679312705993652,0.9704750776290894,0.0871477574110031,0.1038937717676162,0.8173040151596069,0.960148,0.917854,21,19,1,17,3,0,0,2.471047,1.320572,0.799051,0.8335274,0.863078,6.562737,14.555,12.638667,11.334,19,0,0,19,1.0,0.8869281
1ee5,chai1_with_msa,4,0.744671,0.666667,94.785264,0.816864,97.034523,97.58677,84.797895,0.96727055311203,0.9700013399124146,0.0869252905249595,0.1030253246426582,0.8168643712997437,0.966677,0.954836,25,20,1,21,3,0,0,2.612207,1.3803134,0.921,0.93458587,0.9563171,6.843579,14.094,12.846667,11.8638,19,0,0,19,1.0,0.9031129
1fiw,chai1_with_msa,0,0.785306,0.85,92.690907,0.890187,95.392847,95.899423,85.985,0.968954622745514,0.968924880027771,0.132813960313797,0.1113360449671745,0.8901873826980591,0.926733,0.941243,9,9,0,8,1,0,0,3.736222,1.69448,0.880991,0.9831367,1.0857165,6.134214,11.261,10.249,9.8172,14,0,0,14,1.0,0.8730728
1fiw,chai1_with_msa,1,0.785175,0.883333,92.816576,0.891112,95.516642,96.018846,86.19,0.968962013721466,0.96893310546875,0.1323540061712265,0.1108022704720497,0.891112208366394,0.947816,0.970337,10,10,0,9,1,0,0,2.755235,1.701513,0.960178,0.9823742,1.0139503,5.49,11.627,9.941333,9.3166,14,0,0,14,1.0,0.90905404
1fiw,chai1_with_msa,2,0.782838,0.883333,92.747236,0.890884,95.456387,95.969846,85.920714,0.9688984751701356,0.9690714478492736,0.1325602084398269,0.1120899468660354,0.8908838629722595,0.929908,0.970337,11,11,0,10,1,0,0,2.605697,1.6803621,0.774241,0.8457926,0.9014596,5.346786,10.537,9.640667,8.8966,14,0,0,14,1.0,0.91814154
1fiw,chai1_with_msa,3,0.77933,0.883333,92.737119,0.89113,95.454964,95.953462,86.197143,0.968705952167511,0.9686278700828552,0.1330733597278595,0.1118044778704643,0.8911294937133789,0.946506,0.974718,10,10,0,9,1,0,0,2.612059,1.5071219,0.800551,0.83358806,0.86675614,5.2235,11.163,9.374667,8.6298,14,0,0,14,1.0,0.92224246
1fiw,chai1_with_msa,4,0.796338,0.85,92.551894,0.890725,95.254088,95.777615,85.531429,0.968559741973877,0.9688034653663636,0.1325184255838394,0.1112552136182785,0.8907247185707092,0.88278,0.907615,12,8,0,11,1,0,0,2.483414,1.3485954,0.789033,0.8160596,0.8621991,5.138643,10.279,9.326,8.5508,14,3,0,11,1.0,0.893041
1ky6,chai1_with_msa,0,0.017302,0.0,93.337194,0.305536,95.173937,96.546518,46.741429,0.9509050250053406,0.9643869400024414,0.1728153973817825,0.0277289114892482,0.3055359125137329,0.17284,0.138889,9,1,0,5,1,3,0,2.402786,1.0360483,0.815299,0.82327026,0.86402255,5.188429,9.274,7.649,6.3282,7,0,0,7,1.0,0.09212021
1ky6,chai1_with_msa,1,0.022019,0.0,93.892224,0.515237,95.738898,96.798462,58.351429,0.9571831226348876,0.9635249376296996,0.1774748563766479,0.0578331612050533,0.5152367949485779,0.455115,0.433333,5,4,0,3,2,0,0,3.729858,1.001372,0.767857,0.79982644,0.85716045,4.504429,14.63,8.205667,5.837,7,0,2,5,0.857143,-0.047563262
1ky6,chai1_with_msa,2,0.021484,0.0,94.016378,0.51893,95.854882,96.910931,58.591429,0.9574159979820251,0.96384859085083,0.176928624510765,0.059285432100296,0.518929660320282,0.471057,0.464151,6,4,0,4,2,0,0,4.204529,1.1228412,0.859594,0.8831932,0.9055201,4.835857,14.758,8.578,6.228,7,0,0,7,0.857143,0.0050130375
1ky6,chai1_with_msa,3,0.021136,0.0,93.856244,0.524747,95.716339,96.772024,58.465714,0.9576902985572816,0.9636308550834656,0.1774808019399643,0.0602718405425548,0.5247465372085571,0.449339,0.393569,3,3,0,2,1,0,0,4.241318,0.9183777,0.69777,0.75215644,0.792302,4.494857,13.878,7.934,5.7074,7,0,0,7,0.857143,-0.020048972
1ky6,chai1_with_msa,4,0.017506,0.0,93.277995,0.329676,95.125945,96.478543,47.398571,0.9518640637397766,0.9645967483520508,0.1736618727445602,0.0285872984677553,0.3296763896942138,0.172728,0.144345,4,1,0,4,0,0,0,3.420214,0.8441352,0.623759,0.69821024,0.74355465,4.699143,7.614,7.442,6.0176,7,0,0,7,0.857143,0.34205
1ssc,chai1_with_msa,0,0.974559,0.969231,96.066709,0.942212,98.30065,98.323036,98.072727,0.97428697347641,0.9714713096618652,0.2249744832515716,0.2492148429155349,0.9422124028205872,0.990475,0.992248,13,12,1,12,0,0,0,1.99831,0.9872078,0.626014,0.65563446,0.6847477,7.613091,12.104,10.529667,9.6516,11,0,0,11,1.0,0.95008415
1ssc,chai1_with_msa,1,0.958197,0.923077,96.063397,0.942243,98.298049,98.318839,98.086364,0.9739454388618468,0.9711210131645204,0.2255135476589203,0.249161884188652,0.9422428607940674,0.979478,0.962173,12,11,1,11,0,0,0,1.476459,0.92685705,0.587748,0.6040352,0.6381799,7.610727,12.305,10.541333,9.7206,11,0,0,11,1.0,0.9480914
1ssc,chai1_with_msa,2,0.969718,0.953846,96.077686,0.942463,98.306992,98.336071,98.010909,0.9740140438079834,0.9713016748428344,0.2237207591533661,0.2488304078578949,0.9424633383750916,0.988061,0.98467,13,11,1,12,0,0,0,2.115722,0.87397295,0.608852,0.63566524,0.6608913,7.477545,12.577,10.509,9.5926,11,0,0,11,1.0,0.9423247
1ssc,chai1_with_msa,3,0.954246,0.938462,96.04448,0.941131,98.281057,98.328036,97.802727,0.974046528339386,0.9713997840881348,0.2215216755867004,0.2473633289337158,0.9411308765411376,0.976523,0.977384,12,11,1,11,0,0,0,2.049527,0.9518311,0.643965,0.6608097,0.68809223,7.655636,12.11,10.538,9.7088,11,0,0,11,1.0,0.94197196
1ssc,chai1_with_msa,4,0.970472,0.953846,96.057527,0.942106,98.288699,98.309821,98.073636,0.9739308953285216,0.9711261987686156,0.224928393959999,0.2489683479070663,0.9421058297157288,0.98614,0.977209,12,12,1,11,0,0,0,1.952595,0.9802973,0.611795,0.6348026,0.6527255,7.541727,12.407,10.584333,9.666,11,0,0,11,1.0,0.941957
1t3l,chai1_with_msa,0,0.925391,0.872727,86.798463,0.78072,90.090279,90.049837,90.818235,0.8977068662643433,0.8955065011978149,0.1998879760503769,0.1185277253389358,0.7807201743125916,0.968879,0.94732,6,3,0,6,0,0,0,2.317508,1.2335099,0.748848,0.7774008,0.80295134,4.415824,12.458,10.483,8.6186,17,14,0,3,1.0,0.8772019
1t3l,chai1_with_msa,1,0.925746,0.854545,86.822013,0.781416,90.111579,90.06817,90.892941,0.8996318578720093,0.8974593877792358,0.2006008476018905,0.1187357082962989,0.7814164161682129,0.962139,0.923348,4,2,0,4,0,0,0,2.448638,1.3250284,0.802156,0.87948364,0.9257126,4.234882,12.517,10.119667,8.2288,17,15,0,2,1.0,0.8644474
1t3l,chai1_with_msa,2,0.933954,0.872727,86.778227,0.78012,90.063808,90.029085,90.688824,0.8990208506584167,0.8969148993492126,0.1991588622331619,0.117978997528553,0.7801200151443481,0.961605,0.928093,4,2,0,4,0,0,0,2.212449,1.4101543,0.903129,0.98146826,1.0238326,4.347941,12.616,10.488667,8.4988,17,15,0,2,0.941176,0.8702738
1t3l,chai1_with_msa,3,0.931434,0.890909,86.774448,0.778148,90.071424,90.028497,90.844118,0.8990123271942139,0.8968327641487122,0.2006195932626724,0.1183987408876419,0.7781477570533752,0.96136,0.936259,4,3,0,4,0,0,0,2.290918,1.3397728,0.92128,0.94744915,0.97074354,4.185353,12.43,10.542667,8.3694,17,15,0,2,1.0,0.87259316
1t3l,chai1_with_msa,4,0.909634,0.818182,86.745641,0.781039,90.036811,89.992255,90.838824,0.8981099724769592,0.8958638906478882,0.2000144124031067,0.1185960471630096,0.7810390591621399,0.955207,0.908674,3,2,0,3,0,0,0,2.10802,1.292107,0.701328,0.7975728,0.86235225,4.370588,12.514,10.181667,8.3398,17,15,0,2,1.0,0.86155164
1t4f,chai1_with_msa,0,0.965241,1.0,95.369571,0.897643,97.571546,97.592727,97.364444,0.9477548599243164,0.9427064657211304,0.2634319067001343,0.1605191528797149,0.8976433277130127,0.960689,0.975538,3,3,0,2,1,0,0,2.34346,1.5892522,0.819242,0.9827444,1.079591,4.453889,11.105,9.451333,7.2592,9,5,0,4,0.888889,0.97091484
1t4f,chai1_with_msa,1,0.962871,1.0,95.394025,0.897341,97.592784,97.613182,97.393333,0.9479385018348694,0.9430741667747498,0.262464314699173,0.1610071361064911,0.8973413705825806,0.939693,0.967204,2,2,0,1,1,0,0,2.009044,1.3491758,0.845236,0.9355243,0.9852317,4.655,11.197,9.707,7.587,9,5,0,4,0.888889,0.96196866
1t4f,chai1_with_msa,2,0.968719,1.0,95.400712,0.897875,97.594433,97.615909,97.384444,0.9479447603225708,0.9429947137832642,0.2629126310348511,0.1604497879743576,0.897875189781189,0.978071,1.0,3,3,0,2,1,0,0,1.967318,1.645907,0.878413,0.9208634,1.0530163,4.718333,10.851,9.534333,7.6718,9,5,0,4,0.888889,0.98782283
